id,time,latitude,longitude,mag,magType,place,type,status,locationSource,state
nc73709046,2022-03-22 23:36:20.380000+00:00,38.8258324,-122.8010025,0.35,md,"7km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
ak0223qce6ti,2022-03-22 23:28:51.198000+00:00,63.1021,-150.6738,1.5,ml,"67 km N of Petersville, Alaska",earthquake,reviewed,ak,US-AK
nc73709041,2022-03-22 23:24:00.980000+00:00,38.7956667,-122.7626667,0.2,md,"2km NNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
nc73709036,2022-03-22 23:21:37.790000+00:00,36.458,-121.0473333,2.13,md,"12km SE of Pinnacles, CA",earthquake,reviewed,nc,US-CA
nn00835851,2022-03-22 23:20:07.398000+00:00,39.3102,-119.985,-0.1,ml,,earthquake,reviewed,nn,US-NV
us7000gxca,2022-03-22 23:13:16.528000+00:00,-34.1389,-178.7233,4.6,mb,south of the Kermadec Islands,earthquake,reviewed,us,
ci39974839,2022-03-22 23:09:22.090000+00:00,35.047,-117.6646667,1.94,ml,"6km NNW of Boron, CA",quarry blast,reviewed,ci,US-CA
hv72959472,2022-03-22 23:09:10.060000+00:00,19.1611671447754,-155.470504760742,2.00999999,md,"4 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ak0223qc9the,2022-03-22 23:08:10.902000+00:00,58.11,-156.6059,1.3,ml,"46 km ESE of Egegik, Alaska",earthquake,reviewed,ak,US-AK
ci39974831,2022-03-22 23:07:30.900000+00:00,34.4431667,-117.9223333,0.73,ml,"7km S of Pearblossom, CA",earthquake,reviewed,ci,US-CA
nc73709031,2022-03-22 23:05:27.460000+00:00,38.8238335,-122.7636642,0.36,md,"4km W of Cobb, CA",earthquake,automatic,nc,US-CA
mb80541244,2022-03-22 23:02:13.570000+00:00,44.3418333,-115.1706667,2.15,ml,"23 km NW of Stanley, Idaho",earthquake,reviewed,mb,US-ID
ci39974823,2022-03-22 22:59:35.260000+00:00,35.7791667,-117.592,0.97,ml,"17km W of Searles Valley, CA",earthquake,reviewed,ci,US-CA
nc73709026,2022-03-22 22:59:14.160000+00:00,38.8251648,-122.7653351,0.21,md,"4km W of Cobb, CA",earthquake,automatic,nc,US-CA
tx2022frxt,2022-03-22 22:58:57.610000+00:00,31.66858978,-104.4605211,2.2,ml,"56 km S of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
nc73709021,2022-03-22 22:58:54.750000+00:00,38.8225,-122.7661667,1.54,md,"4km W of Cobb, CA",earthquake,reviewed,nc,US-CA
ak0223qbz3g1,2022-03-22 22:58:07.857000+00:00,61.3386,-146.7518,1.4,ml,"31 km NW of Valdez, Alaska",earthquake,reviewed,ak,US-AK
nn00835850,2022-03-22 22:53:51.039000+00:00,38.2999,-119.2118,1.0,ml,"5 km NNE of Bridgeport, California",earthquake,reviewed,nn,US-CA
us6000h6tz,2022-03-22 22:51:31.877000+00:00,-8.2958,-79.8113,4.3,mb,"73 km WSW of Santiago de Cao, Peru",earthquake,reviewed,us,
ak0223qbwb2h,2022-03-22 22:45:08.085000+00:00,61.8467,-148.1073,2.0,ml,"19 km ENE of Chickaloon, Alaska",earthquake,reviewed,ak,US-AK
us6000h6ty,2022-03-22 22:43:24.458000+00:00,23.4217,121.4947,4.2,mb,"62 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
hv72959467,2022-03-22 22:38:35.680000+00:00,19.257999420166,-155.379669189453,2.24000001,md,"12 km ENE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ci39974783,2022-03-22 22:38:21.960000+00:00,35.2196667,-120.3525,1.42,ml,"23km NNE of Nipomo, CA",earthquake,reviewed,ci,US-CA
nc73709011,2022-03-22 22:36:35.140000+00:00,38.8084984,-122.8225021,0.5,md,"7km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
hv72959462,2022-03-22 22:36:04.680000+00:00,19.2329998016357,-155.383331298828,1.91999996,md,"10 km ENE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
nc73709006,2022-03-22 22:35:13.650000+00:00,38.7921667,-122.8006667,0.08,md,"4km WNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
us7000h7bp,2022-03-22 22:31:54.095000+00:00,52.33,-169.0401,2.9,ml,"68 km S of Nikolski, Alaska",earthquake,reviewed,us,
ok2022frwq,2022-03-22 22:25:49.380000+00:00,35.139,-95.56016667,1.12,ml,"9 km ESE of Canadian, Oklahoma",earthquake,reviewed,ok,US-OK
ak0223qbs28u,2022-03-22 22:25:26.388000+00:00,61.8127,-151.0569,1.2,ml,"26 km SE of Skwentna, Alaska",earthquake,reviewed,ak,US-AK
uw61815267,2022-03-22 22:22:40.300000+00:00,45.3635,-121.76216666666669,-0.23,md,"6 km N of Government Camp, Oregon",earthquake,reviewed,uw,US-OR
ci39974767,2022-03-22 22:21:29.360000+00:00,33.6555,-116.7176667,0.3,ml,"9km S of Idyllwild, CA",earthquake,reviewed,ci,US-CA
us6000h6ts,2022-03-22 22:21:23.997000+00:00,23.4644,121.4969,4.3,mb,"57 km S of Hualien City, Taiwan",earthquake,reviewed,us,
ci39974759,2022-03-22 22:18:23.080000+00:00,33.9556667,-116.7215,0.84,ml,"7km NE of Cabazon, CA",earthquake,reviewed,ci,US-CA
ak0223qbq3ff,2022-03-22 22:16:08.592000+00:00,61.7498,-150.4557,1.2,ml,"22 km W of Willow, Alaska",earthquake,reviewed,ak,US-AK
pr71341483,2022-03-22 22:10:07.900000+00:00,18.0531666666667,-66.7518333333333,2.28,md,"1 km S of Santo Domingo, Puerto Rico",earthquake,reviewed,pr,US-PR
ci39974751,2022-03-22 22:09:54.510000+00:00,35.3686667,-117.8811667,0.86,ml,"22km W of Johannesburg, CA",earthquake,reviewed,ci,US-CA
ak0223qbny5e,2022-03-22 22:06:07.641000+00:00,62.327,-149.4363,1.6,ml,"28 km NE of Susitna North, Alaska",earthquake,reviewed,ak,US-AK
nc73709001,2022-03-22 22:05:05.130000+00:00,38.792,-122.7308333,1.77,md,"3km NE of The Geysers, CA",earthquake,reviewed,nc,US-CA
hv72959432,2022-03-22 22:02:54.320000+00:00,19.2328338623047,-155.386505126953,2.18,ml,"10 km ENE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
pr71341478,2022-03-22 22:02:16.430000+00:00,17.9281666666667,-66.801,2.47,md,"7 km SSE of Indios, Puerto Rico",earthquake,reviewed,pr,US-PR
ak0223qbmpsk,2022-03-22 22:00:32.559000+00:00,62.063,-151.277,1.6,ml,"10 km NE of Skwentna, Alaska",earthquake,reviewed,ak,US-AK
nc73708996,2022-03-22 21:59:11.860000+00:00,38.7983333,-122.8126667,1.88,md,"5km WNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
ak0223qbd450,2022-03-22 21:55:52.923000+00:00,63.3094,-144.9532,1.0,ml,"40 km SSW of Dry Creek, Alaska",earthquake,reviewed,ak,US-AK
ak0223qbcoiq,2022-03-22 21:53:44.867000+00:00,53.5469,-166.8162,1.8,ml,"40 km SSW of Unalaska, Alaska",earthquake,reviewed,ak,US-AK
uw61815262,2022-03-22 21:52:49.680000+00:00,48.516,-123.63816666666666,0.36,md,"12 km NW of Langford, Canada",explosion,reviewed,uw,CA-BC
hv72959422,2022-03-22 21:46:59.720000+00:00,19.1816673278809,-155.487838745117,1.84000003,md,"2 km SSW of P?hala, Hawaii",earthquake,automatic,hv,US-HI
mb80541239,2022-03-22 21:44:45.130000+00:00,45.922,-111.477,1.49,ml,"5 km NW of Logan, Montana",quarry blast,reviewed,mb,US-MT
us6000h6tc,2022-03-22 21:41:07.461000+00:00,23.3666,121.4677,4.7,mwr,"69 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
pr71341468,2022-03-22 21:40:11.210000+00:00,17.8418333333333,-66.8933333333333,2.41,md,"14 km S of Guánica, Puerto Rico",earthquake,reviewed,pr,US-PR
nc73708991,2022-03-22 21:37:57.540000+00:00,38.833,-122.8113333,0.41,md,"8km W of Cobb, CA",earthquake,reviewed,nc,US-CA
ak0223qb8rin,2022-03-22 21:35:22.710000+00:00,59.8589,-152.368,1.5,ml,"31 km WNW of Anchor Point, Alaska",earthquake,reviewed,ak,US-AK
uu60486687,2022-03-22 21:29:46.670000+00:00,39.4216667,-110.3121667,1.61,md,"15 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
us6000h6t3,2022-03-22 21:29:46.532000+00:00,-23.854,-66.5337,4.6,mb,"45 km NNW of San Antonio de los Cobres, Argentina",earthquake,reviewed,us,AR-Y
nc73708986,2022-03-22 21:25:38.020000+00:00,37.3573333,-121.7108333,0.89,md,"10km E of Alum Rock, CA",earthquake,reviewed,nc,US-CA
av91519666,2022-03-22 21:15:24.470000+00:00,58.2436666666667,-155.152,-0.26,ml,Alaska Peninsula,earthquake,reviewed,av,US-AK
hv72959402,2022-03-22 21:14:42.340000+00:00,19.167667388916,-155.485000610352,2.1099999,md,"3 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ci39974711,2022-03-22 21:13:22.210000+00:00,33.0491667,-115.0013333,1.39,ml,"44km NE of Holtville, CA",quarry blast,reviewed,ci,US-CA
hv72959397,2022-03-22 21:11:16.580000+00:00,19.1483325958252,-155.47966003418,1.78999996,md,"6 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ok2022frtw,2022-03-22 21:01:42.780000+00:00,35.10916667,-95.53633333,1.63,ml,"12 km E of Crowder, Oklahoma",earthquake,reviewed,ok,US-OK
pr71341453,2022-03-22 20:56:40.490000+00:00,17.9691666666667,-66.9315,2.45,md,"2 km W of Guánica, Puerto Rico",earthquake,reviewed,pr,US-PR
nc73708971,2022-03-22 20:54:03.710000+00:00,38.8326683,-122.8111649,0.85,md,"8km W of Cobb, CA",earthquake,automatic,nc,US-CA
nn00835786,2022-03-22 20:52:01.858000+00:00,38.1413,-117.9904,1.5,ml,"29 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
nc73708966,2022-03-22 20:50:42.790000+00:00,38.8051682,-122.7833328,0.35,md,"4km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
us7000gxc6,2022-03-22 20:40:34.078000+00:00,23.376,121.4815,4.5,mb,"67 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
av91052473,2022-03-22 20:38:38.280000+00:00,51.8575,-177.984166666667,0.04,ml,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,reviewed,av,US-AK
us6000h6sl,2022-03-22 20:29:58.188000+00:00,23.4084,121.5099,5.8,mww,"63 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
nn00835784,2022-03-22 20:26:26.994000+00:00,38.5217,-119.5124,1.3,ml,"3 km WNW of Walker, California",earthquake,reviewed,nn,US-CA
nn00835822,2022-03-22 20:21:41.305000+00:00,40.1649,-119.6308,0.0,ml,"23 km N of Sutcliffe, Nevada",earthquake,reviewed,nn,US-NV
us7000gxc5,2022-03-22 20:18:46.157000+00:00,-24.3761,-179.9853,4.6,mb,south of the Fiji Islands,earthquake,reviewed,us,
ci39974663,2022-03-22 20:14:38.320000+00:00,35.6946667,-117.5155,0.21,ml,"13km SW of Searles Valley, CA",earthquake,reviewed,ci,US-CA
us6000h6se,2022-03-22 20:11:39.450000+00:00,35.6142,74.9006,4.1,mb,northwestern Kashmir,earthquake,reviewed,us,PK-GB
av91052458,2022-03-22 19:56:58.060000+00:00,52.055,178.338333333333,1.7,ml,"Rat Islands, Aleutian Islands, Alaska",earthquake,reviewed,av,US-AK
nc71127499,2022-03-22 19:35:53.100000+00:00,38.8265,-122.8111667,0.45,md,"7km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
nc73708956,2022-03-22 19:35:45.670000+00:00,38.7986667,-122.811,0.37,md,"5km WNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
us6000h6s3,2022-03-22 19:35:03.930000+00:00,23.5048,121.542,5.5,mwr,"52 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
us7000gxc3,2022-03-22 19:29:26.925000+00:00,0.2137,122.1097,4.4,mb,"111 km WSW of Gorontalo, Indonesia",earthquake,reviewed,us,ID-GO
nc73708951,2022-03-22 19:22:37.950000+00:00,36.576,-121.4221667,0.95,md,"8km NNE of Gonzales, CA",quarry blast,reviewed,nc,US-CA
nc73708946,2022-03-22 19:20:34.790000+00:00,38.8138351,-122.8278351,0.85,md,"7km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
nn00835781,2022-03-22 19:17:00.605000+00:00,38.1575,-117.9122,1.7,ml,"31 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
nc73708941,2022-03-22 19:16:12.370000+00:00,38.7921667,-122.7638333,-0.04,md,"2km NNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
us6000h6rw,2022-03-22 19:14:55.605000+00:00,23.4317,121.5147,4.3,mb,"61 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
pr71341463,2022-03-22 19:14:37.600000+00:00,17.952,-67.0848333333333,1.57,md,"4 km WSW of La Parguera, Puerto Rico",earthquake,reviewed,pr,US-PR
nn00835790,2022-03-22 19:10:24.169000+00:00,36.6305,-116.0301,0.2,ml,"32 km WNW of Indian Springs, Nevada",earthquake,reviewed,nn,US-NV
ci39974615,2022-03-22 19:05:06.430000+00:00,35.8635,-117.6826667,0.68,ml,"22km ESE of Little Lake, CA",earthquake,reviewed,ci,US-CA
ak0223q9le83,2022-03-22 18:58:23.392000+00:00,62.2907,-148.9403,1.1,ml,"49 km ENE of Susitna North, Alaska",earthquake,reviewed,ak,US-AK
uu60486662,2022-03-22 18:52:01.450000+00:00,39.4208333,-110.3181667,1.8,md,Utah,earthquake,reviewed,uu,US-UT
hv72959282,2022-03-22 18:50:19.190000+00:00,19.175500869751,-155.490173339844,1.84000003,md,"3 km SSW of P?hala, Hawaii",earthquake,automatic,hv,US-HI
nc73708936,2022-03-22 18:48:12.410000+00:00,40.8148333,-122.1261667,1.78,md,"16km W of Round Mountain, CA",earthquake,reviewed,nc,US-CA
ci39974607,2022-03-22 18:46:48.650000+00:00,35.8263333,-117.648,0.65,ml,"23km WNW of Searles Valley, CA",earthquake,reviewed,ci,US-CA
us7000gxc8,2022-03-22 18:41:05.883000+00:00,22.2247,121.5746,4.5,mb,"89 km ENE of Hengchun, Taiwan",earthquake,reviewed,us,
us6000h6rv,2022-03-22 18:37:49.093000+00:00,23.3464,121.6155,5.0,mb,"69 km S of Hualien City, Taiwan",earthquake,reviewed,us,
nc73708921,2022-03-22 18:33:08.610000+00:00,38.8294983,-122.8056641,0.85,md,"7km W of Cobb, CA",earthquake,automatic,nc,US-CA
ci39974599,2022-03-22 18:31:27.480000+00:00,33.479,-116.521,0.93,ml,"16km ESE of Anza, CA",earthquake,reviewed,ci,US-CA
nc73708906,2022-03-22 18:29:44.440000+00:00,38.8513336,-122.8508301,0.86,md,"12km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
nn00835776,2022-03-22 18:28:28.708000+00:00,38.1443,-117.9882,2.3,ml,"29 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
nc73708901,2022-03-22 18:27:56.250000+00:00,38.8518333,-122.8496704,0.37,md,"12km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
us7000gxcb,2022-03-22 18:24:50.996000+00:00,-56.976,-25.3384,5.0,mb,,earthquake,reviewed,us,
nc73708896,2022-03-22 18:23:37.300000+00:00,38.8544998,-122.8498306,0.53,md,"12km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
us7000gxc2,2022-03-22 18:22:12.042000+00:00,23.462,121.4312,4.5,mb,"59 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
ci39974583,2022-03-22 18:18:33.620000+00:00,35.6121667,-117.4605,1.54,ml,"18km SSW of Searles Valley, CA",earthquake,reviewed,ci,US-CA
mb80541289,2022-03-22 18:16:45.470000+00:00,45.9083333,-112.2518333,-0.01,md,"12 km WNW of Whitehall, Montana",quarry blast,reviewed,mb,US-MT
nc73708891,2022-03-22 18:16:03.960000+00:00,38.8511667,-122.85,0.13,md,"12km WNW of Cobb, CA",earthquake,reviewed,nc,US-CA
nn00835821,2022-03-22 18:15:17.096000+00:00,38.1545,-118.2236,0.8,ml,"28 km SSW of Mina, Nevada",earthquake,reviewed,nn,US-NV
us6000h6pe,2022-03-22 18:14:34.649000+00:00,36.5693,69.7435,4.2,mb,"10 km W of Farkh?r, Afghanistan",earthquake,reviewed,us,AF-TAK
us6000h6rr,2022-03-22 18:11:34.828000+00:00,23.4377,121.4683,4.8,mb,"61 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
us7000gxc1,2022-03-22 18:10:50.594000+00:00,23.4597,121.5099,5.1,mb,"58 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
mb80541229,2022-03-22 18:09:47.760000+00:00,46.2851667,-111.6185,1.59,ml,"8 km WSW of Townsend, Montana",quarry blast,reviewed,mb,US-MT
ci39974567,2022-03-22 18:06:33.920000+00:00,33.4895,-116.754,0.64,ml,"10km SW of Anza, CA",earthquake,reviewed,ci,US-CA
us7000gxc0,2022-03-22 18:05:51.317000+00:00,22.2853,144.2273,4.8,mb,"Volcano Islands, Japan region",earthquake,reviewed,us,
us7000gxbz,2022-03-22 18:03:48.449000+00:00,23.3766,121.4355,4.6,mb,"68 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
us6000h6p7,2022-03-22 18:01:02.332000+00:00,14.3494,-93.8074,4.7,mb,"139 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,reviewed,us,
ci39974559,2022-03-22 17:59:07.910000+00:00,33.1888333,-116.0353333,1.12,ml,"10km ENE of Ocotillo Wells, CA",earthquake,reviewed,ci,US-CA
us7000gxby,2022-03-22 17:55:45.635000+00:00,23.4017,121.5254,4.6,mb,"64 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
ak0223q8zbno,2022-03-22 17:55:29.485000+00:00,59.1905,-149.2886,3.0,ml,"98 km S of Lowell Point, Alaska",earthquake,reviewed,ak,
us7000gxch,2022-03-22 17:54:01.161000+00:00,23.3928,121.6641,4.8,mb,"64 km S of Hualien City, Taiwan",earthquake,reviewed,us,
tx2022frno,2022-03-22 17:49:56.249000+00:00,31.60140388,-103.9846357,2.5,ml,"36 km NNW of Toyah, Texas",earthquake,reviewed,tx,US-TX
pr71341428,2022-03-22 17:46:15.260000+00:00,17.922,-66.8215,1.84,md,"7 km S of Indios, Puerto Rico",earthquake,reviewed,pr,US-PR
us6000h6rn,2022-03-22 17:43:25.213000+00:00,23.42,121.4901,5.9,mb,"62 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-TTT
us6000h6nr,2022-03-22 17:41:38.584000+00:00,23.3839,121.6118,6.7,mww,"65 km S of Hualien City, Taiwan",earthquake,reviewed,us,
ci39974527,2022-03-22 17:34:06.950000+00:00,36.0083333,-117.8008333,0.71,ml,"12km NE of Little Lake, CA",earthquake,reviewed,ci,US-CA
us7000gxbv,2022-03-22 17:26:27.556000+00:00,-25.3865,-176.1184,4.9,mb,south of the Fiji Islands,earthquake,reviewed,us,
ci39974519,2022-03-22 17:24:30.510000+00:00,36.0901667,-117.8846667,1.61,ml,"8km NE of Coso Junction, CA",earthquake,reviewed,ci,US-CA
uw61815177,2022-03-22 17:19:12.140000+00:00,48.35666666666667,-122.05416666666666,1.31,ml,"4 km NW of Lake Cavanaugh, Washington",explosion,reviewed,uw,US-WA
nc73708871,2022-03-22 17:18:56.140000+00:00,38.8068352,-122.7921677,1.03,md,"4km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
ok2022frmi,2022-03-22 17:13:16.989000+00:00,34.49183333,-97.20233333,1.51,ml,"7 km W of Davis, Oklahoma",quarry blast,reviewed,ok,US-OK
ci37404612,2022-03-22 17:11:21.090000+00:00,34.4373333,-119.1078333,1.53,ml,"10km NNW of Santa Paula, CA",earthquake,reviewed,ci,US-CA
ci39974487,2022-03-22 17:10:49.760000+00:00,34.4245,-119.1163333,1.47,ml,"9km NW of Santa Paula, CA",earthquake,reviewed,ci,US-CA
nc73708866,2022-03-22 17:08:32.630000+00:00,37.5641667,-118.808,0.71,md,"11km W of Toms Place, CA",earthquake,reviewed,nc,US-CA
us6000h6nj,2022-03-22 17:06:55.826000+00:00,22.0792,121.4593,5.0,mb,"74 km E of Hengchun, Taiwan",earthquake,reviewed,us,
nc73708856,2022-03-22 17:05:16.440000+00:00,38.8055,-122.7928314,0.83,md,"4km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
ci39974479,2022-03-22 17:03:31.950000+00:00,34.6441667,-117.3218333,1.26,ml,"10km NE of Adelanto, CA",quarry blast,reviewed,ci,US-CA
av91519481,2022-03-22 17:02:52.050000+00:00,59.3586666666667,-153.426,1.11,ml,"61 km SE of Pedro Bay, Alaska",earthquake,reviewed,av,US-AK
us7000gxbt,2022-03-22 16:52:22.810000+00:00,-34.2826,-178.78,4.6,mb,south of the Kermadec Islands,earthquake,reviewed,us,
ak0223q8d14b,2022-03-22 16:51:24.828000+00:00,61.4992,-140.6764,2.1,ml,"119 km E of McCarthy, Alaska",earthquake,reviewed,ak,CA-YT
nc73708846,2022-03-22 16:37:44.120000+00:00,38.7953339,-122.7853317,0.83,md,"3km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
nc73708841,2022-03-22 16:35:40.080000+00:00,38.8035,-122.7916667,2.68,md,"4km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
us6000h6ne,2022-03-22 16:35:08.019000+00:00,10.7447,-43.382,6.7,mww,,earthquake,reviewed,us,
pr71341418,2022-03-22 16:34:21.080000+00:00,17.9826666666667,-66.8435,1.63,md,"2 km WSW of Indios, Puerto Rico",earthquake,reviewed,pr,US-PR
us7000h7bl,2022-03-22 16:24:45.730000+00:00,54.4502,-159.8711,2.9,ml,"106 km SSE of Sand Point, Alaska",earthquake,reviewed,us,
ak0223q86zxo,2022-03-22 16:23:10.205000+00:00,51.3384,-177.6815,1.8,ml,"93 km SW of Adak, Alaska",earthquake,reviewed,ak,
nc73708836,2022-03-22 16:21:17.330000+00:00,38.8110008,-122.7771683,0.84,md,"4km NNW of The Geysers, CA",earthquake,automatic,nc,US-CA
pr71341448,2022-03-22 16:20:51.910000+00:00,17.9496666666667,-66.827,1.66,md,"4 km S of Indios, Puerto Rico",earthquake,reviewed,pr,US-PR
uu60486642,2022-03-22 16:20:07.870000+00:00,39.4163333,-110.2976667,1.8,md,"16 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
nc73708831,2022-03-22 16:18:28.030000+00:00,38.771,-122.7111667,1.7,md,"2km WSW of Anderson Springs, CA",earthquake,reviewed,nc,US-CA
ak0223q85rp8,2022-03-22 16:17:36.929000+00:00,59.8194,-152.2754,1.5,ml,"25 km W of Anchor Point, Alaska",earthquake,reviewed,ak,US-AK
pr71341388,2022-03-22 16:15:03.140000+00:00,18.6646666666667,-66.7483333333333,2.93,md,"20 km NNE of Carrizales, Puerto Rico",earthquake,reviewed,pr,
ak0223q852ex,2022-03-22 16:14:08.570000+00:00,62.9782,-149.3806,2.0,ml,"50 km SSW of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
pr71341443,2022-03-22 15:55:04.990000+00:00,17.9646666666667,-67.0085,1.22,md,"4 km ESE of La Parguera, Puerto Rico",earthquake,reviewed,pr,US-PR
nc73708826,2022-03-22 15:51:41.490000+00:00,38.840168,-122.8068314,0.85,md,"8km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
nn00835766,2022-03-22 15:50:41.009000+00:00,36.3516,-116.3203,1.7,ml,"34 km WNW of Pahrump, Nevada",earthquake,reviewed,nn,US-NV
us7000gxcg,2022-03-22 15:50:12.783000+00:00,-58.1681,-23.3644,4.6,mb,,earthquake,reviewed,us,
ak0223q7r63q,2022-03-22 15:49:25.186000+00:00,60.8773,-147.6451,2.0,ml,"52 km W of Tatitlek, Alaska",earthquake,reviewed,ak,US-AK
nc73708821,2022-03-22 15:48:45.140000+00:00,38.8416672,-122.878334,0.86,md,"13km ENE of Cloverdale, CA",earthquake,automatic,nc,US-CA
nc71127494,2022-03-22 15:46:53.730000+00:00,38.8411667,-122.8791667,0.04,md,"13km ENE of Cloverdale, CA",earthquake,reviewed,nc,US-CA
nc73708816,2022-03-22 15:46:39.880000+00:00,38.8211667,-122.764,0.47,md,"4km W of Cobb, CA",earthquake,reviewed,nc,US-CA
us7000h76h,2022-03-22 15:44:12.205000+00:00,54.629,-159.7508,2.6,ml,south of Alaska,earthquake,reviewed,us,US-AK
nc73708811,2022-03-22 15:43:47.160000+00:00,38.8286667,-122.8018341,0.35,md,"7km W of Cobb, CA",earthquake,automatic,nc,US-CA
ak0223q7px1m,2022-03-22 15:43:41.229000+00:00,51.8072,-173.5224,1.9,ml,"63 km SE of Atka, Alaska",earthquake,reviewed,ak,
us6000h6n2,2022-03-22 15:43:34.775000+00:00,-24.2196,-66.9737,4.3,mb,"66 km W of San Antonio de los Cobres, Argentina",earthquake,reviewed,us,AR-A
av91052453,2022-03-22 15:42:38.160000+00:00,58.2638333333333,-154.708666666667,-0.42,ml,"78 km N of Karluk, Alaska",earthquake,reviewed,av,US-AK
pr71341433,2022-03-22 15:40:47.810000+00:00,17.952,-66.9535,1.23,md,"5 km WSW of Guánica, Puerto Rico",earthquake,reviewed,pr,US-PR
ci39974407,2022-03-22 15:38:53.770000+00:00,32.2525,-115.273,2.39,ml,"10km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,reviewed,ci,MX-BCN
ci39974367,2022-03-22 15:27:32.610000+00:00,35.6791667,-117.4348333,-0.22,ml,"10km SSW of Searles Valley, CA",earthquake,reviewed,ci,US-CA
ok2022friv,2022-03-22 15:27:15.039000+00:00,36.92916667,-97.67216667,1.55,ml,"1 km WNW of Renfrow, Oklahoma",earthquake,reviewed,ok,US-OK
tx2022friu,2022-03-22 15:26:20.398000+00:00,31.5866649,-104.2126019,2.6,ml,"49 km NW of Toyah, Texas",earthquake,reviewed,tx,US-TX
nn00835820,2022-03-22 15:25:37.024000+00:00,40.1185,-119.9924,0.5,ml,"12 km ESE of Herlong, California",earthquake,reviewed,nn,US-NV
us6000h6n1,2022-03-22 15:25:21.498000+00:00,34.575,26.9485,4.4,mb,"93 km S of Fry, Greece",earthquake,reviewed,us,
nc73708806,2022-03-22 15:25:07.080000+00:00,37.9063333,-122.0151667,1.14,md,"4km E of Walnut Creek, CA",earthquake,reviewed,nc,US-CA
hv72959132,2022-03-22 15:24:21.560000+00:00,19.1870002746582,-155.490829467773,2.3599999,md,"2 km SW of P?hala, Hawaii",earthquake,automatic,hv,US-HI
uw61815162,2022-03-22 15:24:14.760000+00:00,46.571666666666665,-121.807,0.63,ml,"11 km WSW of Packwood, Washington",earthquake,reviewed,uw,US-WA
us6000h6mx,2022-03-22 15:08:33.843000+00:00,54.2224,159.7526,4.0,mb,"90 km SE of Mil’kovo, Russia",earthquake,reviewed,us,RU-KAM
ak0223q77nqw,2022-03-22 14:58:22.648000+00:00,59.7728,-153.2087,1.8,ml,"50 km E of Pedro Bay, Alaska",earthquake,reviewed,ak,US-AK
nn00835819,2022-03-22 14:58:00.715000+00:00,39.3078,-118.1466,0.6,ml,"50 km ESE of Fallon Station, Nevada",earthquake,reviewed,nn,US-NV
hv72959112,2022-03-22 14:45:54.260000+00:00,19.1908340454102,-155.467330932617,2.26999998,md,"1 km SE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
nc73708801,2022-03-22 14:39:50.230000+00:00,37.3585,-121.7148333,1.35,md,"10km E of Alum Rock, CA",earthquake,reviewed,nc,US-CA
