id,time,latitude,longitude,mag,magType,place,type,status,locationSource,state
ak0223335c8n,2022-03-08 17:03:46.334000+00:00,51.5094,-176.3335,1.5,ml,"45 km SSE of Adak, Alaska",earthquake,reviewed,ak,
uu60484832,2022-03-08 16:58:16.770000+00:00,39.4183333,-110.3096667,1.73,md,"16 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
hv72943157,2022-03-08 16:54:56.220000+00:00,19.2441673278809,-155.386505126953,2.33,ml,"10 km ENE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
hv72943147,2022-03-08 16:54:32.840000+00:00,19.2406673431396,-155.385833740234,2.27,ml,"10 km ENE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ak022332tskm,2022-03-08 16:49:47.538000+00:00,62.5534,-151.2911,2.2,ml,Central Alaska,earthquake,reviewed,ak,US-AK
hv72943142,2022-03-08 16:49:45.370000+00:00,19.2481666666667,-155.388666666667,3.6,ml,"10 km ENE of P?hala, Hawaii",earthquake,reviewed,hv,US-HI
us6000h3uf,2022-03-08 16:49:44.001000+00:00,19.1969,145.2657,4.0,mb,"Maug Islands region, Northern Mariana Islands",earthquake,reviewed,us,
tx2022erwk,2022-03-08 16:46:15.637000+00:00,31.59127957,-104.1099063,2.2,ml,"42 km NW of Toyah, Texas",earthquake,reviewed,tx,US-TX
ak022332swoj,2022-03-08 16:45:34.937000+00:00,63.0394,-150.1211,1.2,ml,"65 km N of Chase, Alaska",earthquake,reviewed,ak,US-AK
pr71339528,2022-03-08 16:40:07.010000+00:00,17.9396666666667,-66.8436666666667,1.95,md,"6 km SE of Maria Antonia, Puerto Rico",earthquake,reviewed,pr,US-PR
hv72943132,2022-03-08 16:35:44.270000+00:00,19.2238330841064,-155.390670776367,2.25,ml,"9 km ENE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
us6000h321,2022-03-08 16:35:28.754000+00:00,-40.2399,174.9802,4.2,mb,"34 km S of Whanganui, New Zealand",earthquake,reviewed,us,NZ-MWT
ci40202248,2022-03-08 16:35:28.650000+00:00,34.3375,-116.8641667,1.03,ml,"9km NNW of Big Bear City, CA",quarry blast,reviewed,ci,US-CA
ak022332pwn4,2022-03-08 16:31:45.771000+00:00,61.2654,-147.7114,1.2,ml,"60 km S of Glacier View, Alaska",ice quake,reviewed,ak,US-AK
mb80539974,2022-03-08 16:22:54.430000+00:00,44.9066667,-112.779,2.04,ml,"33 km NNW of Lima, Montana",earthquake,reviewed,mb,US-MT
ci40202232,2022-03-08 16:19:42.990000+00:00,35.6446667,-117.5535,0.72,ml,"11km ENE of Ridgecrest, CA",earthquake,reviewed,ci,US-CA
nc73702876,2022-03-08 16:16:41.810000+00:00,37.5795,-118.8583333,0.52,md,"12km ESE of Mammoth Lakes, CA",earthquake,reviewed,nc,US-CA
ak022332kq0p,2022-03-08 16:07:16.099000+00:00,52.4011,-167.7952,1.8,ml,"93 km SE of Nikolski, Alaska",earthquake,reviewed,ak,
ak022332ki8v,2022-03-08 16:06:15.470000+00:00,62.9554,-151.5728,1.6,ml,"65 km S of Denali National Park, Alaska",earthquake,reviewed,ak,US-AK
us6000h3ue,2022-03-08 16:04:50.643000+00:00,-27.0595,-176.1432,4.7,mb,Kermadec Islands region,earthquake,reviewed,us,
ci40202216,2022-03-08 15:58:58.820000+00:00,34.4538333,-117.9116667,0.7,ml,"6km S of Pearblossom, CA",earthquake,reviewed,ci,US-CA
nn00835076,2022-03-08 15:56:44.056000+00:00,36.8569,-115.9525,0.1,ml,"40 km NW of Indian Springs, Nevada",earthquake,reviewed,nn,US-NV
uu60484822,2022-03-08 15:52:27.950000+00:00,39.4135,-110.2863333,1.57,md,"17 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
ci40202208,2022-03-08 15:46:03.230000+00:00,34.0621667,-118.987,2.1,ml,"18km WNW of Malibu, CA",earthquake,reviewed,ci,US-CA
us6000h3ud,2022-03-08 15:39:05.647000+00:00,31.9676,141.9306,4.4,mb,"Izu Islands, Japan region",earthquake,reviewed,us,
ak0223325ygt,2022-03-08 15:38:27.779000+00:00,59.4523,-152.8237,1.7,ml,"52 km WNW of Nanwalek, Alaska",earthquake,reviewed,ak,US-AK
nc73702866,2022-03-08 15:28:57.900000+00:00,37.445,-118.5503333,0.68,md,"5km NE of Round Valley, CA",earthquake,reviewed,nc,US-CA
pr71339523,2022-03-08 15:28:45.690000+00:00,18.2076666666667,-67.4098333333333,2.23,md,"21 km SW of Stella, Puerto Rico",earthquake,reviewed,pr,
hv72943077,2022-03-08 15:27:39.670000+00:00,19.1933326721191,-155.370834350586,2.06999993,md,"11 km E of P?hala, Hawaii",earthquake,automatic,hv,US-HI
us6000h3uc,2022-03-08 15:26:46.189000+00:00,47.2433,130.6015,4.2,mb,"25 km ESE of Hegang, China",earthquake,reviewed,us,CN-HL
nc71127344,2022-03-08 15:21:58.570000+00:00,38.8373333,-122.8295,1.1,md,"9km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
nc73702861,2022-03-08 15:21:56.340000+00:00,38.837,-122.8291667,0.07,md,"9km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
ak0223320kr5,2022-03-08 15:13:14.723000+00:00,53.8386,-164.9164,2.0,ml,"Unimak Island region, Alaska",earthquake,reviewed,ak,
ak022331za9f,2022-03-08 15:07:14.112000+00:00,51.4087,-175.4672,1.7,ml,"95 km ESE of Adak, Alaska",earthquake,reviewed,ak,
hv72943052,2022-03-08 15:04:48.790000+00:00,19.2088333333333,-155.372666666667,2.69,ml,"11 km E of P?hala, Hawaii",earthquake,reviewed,hv,US-HI
nn00835071,2022-03-08 15:03:19.131000+00:00,37.3298,-115.1714,1.4,ml,"3 km S of Alamo, Nevada",earthquake,reviewed,nn,US-NV
nc73702851,2022-03-08 14:57:28.890000+00:00,38.8336678,-122.7969971,0.36,md,"6km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
us6000h31g,2022-03-08 14:47:03.478000+00:00,26.8709,126.5237,4.8,mb,"136 km WNW of Naha, Japan",earthquake,reviewed,us,
ci37489877,2022-03-08 14:45:12.710000+00:00,35.8936667,-117.724,0.36,ml,"17km ESE of Little Lake, CA",earthquake,reviewed,ci,US-CA
ci40202160,2022-03-08 14:44:50.550000+00:00,35.8551667,-117.6833333,0.68,ml,"22km ESE of Little Lake, CA",earthquake,reviewed,ci,US-CA
nc73702846,2022-03-08 14:42:58.950000+00:00,38.5483333,-119.5263333,2.21,md,"6km NW of Walker, CA",earthquake,reviewed,nc,US-CA
ci40202152,2022-03-08 14:38:48.790000+00:00,33.486,-116.5565,0.19,ml,"13km SE of Anza, CA",earthquake,reviewed,ci,US-CA
us6000h31c,2022-03-08 14:31:45.097000+00:00,-22.8573,-66.2668,4.2,mb,"60 km WSW of Abra Pampa, Argentina",earthquake,reviewed,us,AR-Y
nc73702841,2022-03-08 14:31:18.960000+00:00,38.8106651,-122.8290024,0.36,md,"7km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
us6000h31a,2022-03-08 14:22:15.105000+00:00,36.0746,70.4466,4.1,mb,"76 km SE of Farkh?r, Afghanistan",earthquake,reviewed,us,AF-BDS
ak022331ejcp,2022-03-08 14:10:34.896000+00:00,62.3491,-149.0411,0.9,ml,"46 km ENE of Susitna North, Alaska",earthquake,reviewed,ak,US-AK
av91507261,2022-03-08 14:08:02.630000+00:00,52.321,-174.196166666667,-0.04,ml,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,reviewed,av,US-AK
us6000h34t,2022-03-08 14:05:34.455000+00:00,52.3229,-174.2551,3.0,ml,"14 km NNW of Atka, Alaska",earthquake,reviewed,us,US-AK
ak022331dg8n,2022-03-08 14:05:27.274000+00:00,53.2683,-164.3063,2.0,ml,"136 km SE of Akutan, Alaska",earthquake,reviewed,ak,
hv72943012,2022-03-08 13:59:39.890000+00:00,19.1561660766602,-155.473495483398,1.90999997,md,"5 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
us6000h318,2022-03-08 13:56:21.536000+00:00,14.0244,-60.2489,4.4,mb,"70 km E of Dennery, Saint Lucia",earthquake,reviewed,us,
ak02233121vk,2022-03-08 13:52:09.918000+00:00,62.2315,-145.6591,1.0,ml,"14 km NNW of Glennallen, Alaska",earthquake,reviewed,ak,US-AK
av91051383,2022-03-08 13:45:15.470000+00:00,54.1173333333333,-165.989,-0.16,ml,"13 km W of Akutan, Alaska",earthquake,reviewed,av,US-AK
nc73702836,2022-03-08 13:43:19.200000+00:00,38.7951667,-122.7648333,1.08,md,"2km NNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
ak022330z2h8,2022-03-08 13:38:16.860000+00:00,63.0956,-151.4773,1.0,ml,"51 km SSE of Denali National Park, Alaska",earthquake,reviewed,ak,US-AK
us6000h314,2022-03-08 13:28:25.326000+00:00,26.7796,126.5399,4.5,mb,"129 km WNW of Naha, Japan",earthquake,reviewed,us,
nn00835093,2022-03-08 13:28:16.488000+00:00,38.5483,-119.5003,0.1,ml,"2 km SSE of Coleville, California",earthquake,reviewed,nn,US-CA
nc73702831,2022-03-08 13:26:57.900000+00:00,38.7958336,-122.7496643,0.86,md,"2km NNE of The Geysers, CA",earthquake,automatic,nc,US-CA
nn00835092,2022-03-08 13:24:39.851000+00:00,39.8617,-120.7066,0.9,ml,"1 km W of Cromberg, California",earthquake,reviewed,nn,US-CA
us6000h312,2022-03-08 13:20:51.842000+00:00,70.6062,-14.3129,4.2,mb,"208 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,reviewed,us,
ak022330thme,2022-03-08 13:12:13.888000+00:00,63.5046,-150.8327,0.9,ml,"44 km E of Denali National Park, Alaska",earthquake,reviewed,ak,US-AK
nn00835066,2022-03-08 13:00:46.742000+00:00,38.2677,-119.0538,0.7,ml,"15 km E of Bridgeport, California",earthquake,reviewed,nn,US-CA
hv72942947,2022-03-08 12:54:20.620000+00:00,19.2066669464111,-155.432830810547,2.19,ml,"4 km E of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ak022330gfzu,2022-03-08 12:51:27.785000+00:00,62.931,-149.405,1.1,ml,"56 km SSW of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
ak022330ftkj,2022-03-08 12:48:37.686000+00:00,62.3898,-148.4802,1.2,ml,"66 km N of Chickaloon, Alaska",earthquake,reviewed,ak,US-AK
pr71339498,2022-03-08 12:46:50.800000+00:00,18.0033333333333,-67.096,1.78,md,"4 km SSW of Palmarejo, Puerto Rico",earthquake,reviewed,pr,US-PR
tx2022eroi,2022-03-08 12:41:14.247000+00:00,31.68829079,-104.5013618,2.2,ml,"55 km SSW of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
mb80539969,2022-03-08 12:35:42.090000+00:00,43.4931667,-110.7411667,0.49,ml,"2 km NE of Jackson, Wyoming",earthquake,reviewed,mb,US-WY
ak022330csyd,2022-03-08 12:34:29.236000+00:00,61.9752,-150.7343,1.4,ml,"34 km E of Skwentna, Alaska",earthquake,reviewed,ak,US-AK
hv72942922,2022-03-08 12:34:12+00:00,19.1826667785645,-155.474334716797,2.03999996,md,"2 km SSE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
pr71339488,2022-03-08 12:27:36.670000+00:00,17.9045,-66.8516666666667,2.51,md,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,reviewed,pr,US-PR
ak022330ah5k,2022-03-08 12:23:43.286000+00:00,57.1666,-157.2858,2.6,ml,"39 km S of Ugashik, Alaska",earthquake,reviewed,ak,US-AK
ak0223309exo,2022-03-08 12:18:47.994000+00:00,63.0905,-151.503,1.5,ml,"51 km SSE of Denali National Park, Alaska",earthquake,reviewed,ak,US-AK
ak0223307xly,2022-03-08 12:11:56.530000+00:00,63.4099,-151.4417,1.0,ml,"20 km SE of Denali National Park, Alaska",earthquake,reviewed,ak,US-AK
hv72942877,2022-03-08 12:09:15.950000+00:00,19.2779998779297,-155.498336791992,1.71000004,md,"8 km NNW of P?hala, Hawaii",earthquake,automatic,hv,US-HI
pr71339478,2022-03-08 12:06:23.650000+00:00,17.9281666666667,-66.859,2.22,md,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,reviewed,pr,US-PR
hv72942867,2022-03-08 12:03:11.420000+00:00,19.4875,-155.6545,0.68,md,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
hv72942857,2022-03-08 11:49:56.800000+00:00,19.150333404541,-155.472839355469,2.1,ml,"5 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
nc73702821,2022-03-08 11:47:22.920000+00:00,38.8373337,-122.8293304,0.8,md,"9km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
nn00835091,2022-03-08 11:44:29.651000+00:00,40.0803,-120.2902,0.6,ml,"12 km SE of Milford, California",earthquake,reviewed,nn,US-CA
nc73702816,2022-03-08 11:44:21.570000+00:00,38.8014984,-122.7809982,0.84,md,"3km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
hv72942847,2022-03-08 11:42:27.250000+00:00,19.6736666666667,-154.967666666667,2.06,md,"8 km N of Hawaiian Paradise Park, Hawaii",earthquake,reviewed,hv,US-HI
ak02232zsfol,2022-03-08 11:39:26.133000+00:00,52.2468,-164.7482,2.2,ml,"217 km SSE of Unalaska, Alaska",earthquake,reviewed,ak,
nc73702811,2022-03-08 11:36:27.850000+00:00,40.3648333,-121.489,1.48,md,"7km E of Mineral, CA",earthquake,reviewed,nc,US-CA
us6000h3ua,2022-03-08 11:35:26.169000+00:00,51.7531,176.3759,4.1,mb,"249 km ESE of Attu Station, Alaska",earthquake,reviewed,us,
pr71339473,2022-03-08 11:31:04.440000+00:00,17.8976666666667,-66.9718333333333,1.63,md,"10 km SW of Guánica, Puerto Rico",earthquake,reviewed,pr,US-PR
ci40202096,2022-03-08 11:30:42.330000+00:00,35.859,-117.6821667,1.33,ml,"22km ESE of Little Lake, CA",earthquake,reviewed,ci,US-CA
nn00835065,2022-03-08 11:27:25.613000+00:00,38.1533,-118.0089,1.0,ml,"27 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
us6000h3uu,2022-03-08 11:23:50.294000+00:00,-56.694,-25.2611,4.3,mb,South Sandwich Islands region,earthquake,reviewed,us,
ak02232znh90,2022-03-08 11:16:13.335000+00:00,60.6742,-151.6363,1.9,ml,"18 km WNW of Salamatof, Alaska",earthquake,reviewed,ak,US-AK
nc73702806,2022-03-08 11:14:23.770000+00:00,38.8165,-122.7936667,0.35,md,"5km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
hv72942802,2022-03-08 10:59:47.350000+00:00,19.175500869751,-155.479995727539,1.85000002,md,"3 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
pr71339468,2022-03-08 10:55:21.120000+00:00,17.9716666666667,-66.9975,1.91,md,"5 km E of La Parguera, Puerto Rico",earthquake,reviewed,pr,US-PR
nc73702801,2022-03-08 10:55:06.510000+00:00,38.7970009,-122.8160019,0.35,md,"6km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
us6000h30n,2022-03-08 10:53:45.690000+00:00,26.8356,126.5707,4.3,mb,"130 km WNW of Naha, Japan",earthquake,reviewed,us,
ci40202088,2022-03-08 10:47:33.010000+00:00,33.4776667,-116.4336667,0.83,ml,"24km SSW of La Quinta, CA",earthquake,reviewed,ci,US-CA
ci40202080,2022-03-08 10:39:16.580000+00:00,32.821,-115.598,0.97,ml,"4km SW of Imperial, CA",earthquake,reviewed,ci,US-CA
ak02232z6rl6,2022-03-08 10:38:16.109000+00:00,62.464,-147.8463,1.0,ml,"68 km NNW of Eureka Roadhouse, Alaska",earthquake,reviewed,ak,US-AK
tx2022erkf,2022-03-08 10:37:23.529000+00:00,31.67737242,-104.4194224,1.9,ml,"55 km S of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
us6000h30e,2022-03-08 10:35:51.634000+00:00,-19.9631,-71.1154,4.1,mwr,"104 km WNW of Iquique, Chile",earthquake,reviewed,us,
uw61820751,2022-03-08 10:33:48.050000+00:00,46.87983333333333,-121.93183333333332,-0.21,md,"15 km NNE of Ashford, Washington",earthquake,reviewed,uw,US-WA
ak02232z5c84,2022-03-08 10:31:50.180000+00:00,62.8876,-149.6548,1.2,ml,"53 km NNE of Chase, Alaska",earthquake,reviewed,ak,US-AK
hv72942747,2022-03-08 10:21:52.500000+00:00,19.4903333333333,-155.6475,0.66,md,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
uu60484817,2022-03-08 10:18:42.290000+00:00,39.4198333,-110.3025,1.9,md,"16 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
nn00835062,2022-03-08 10:17:07.029000+00:00,39.6893,-117.7047,1.7,ml,"58 km WNW of Austin, Nevada",earthquake,reviewed,nn,US-NV
ak02232z1ot1,2022-03-08 10:14:47.631000+00:00,61.3029,-146.7828,1.3,ml,"30 km NW of Valdez, Alaska",earthquake,reviewed,ak,US-AK
hv72942732,2022-03-08 10:11:37.140000+00:00,19.4886666666667,-155.651,1.61,ml,"Island of Hawaii, Hawaii",earthquake,reviewed,hv,US-HI
hv72942722,2022-03-08 10:09:35.830000+00:00,19.4853333333333,-155.654,0.72,md,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
us6000h308,2022-03-08 10:09:04.413000+00:00,26.8124,126.5852,4.3,mb,"127 km WNW of Naha, Japan",earthquake,reviewed,us,
pr71339463,2022-03-08 10:02:11.910000+00:00,17.9606666666667,-67.0285,1.95,md,"2 km SE of La Parguera, Puerto Rico",earthquake,reviewed,pr,US-PR
ak02232yyphd,2022-03-08 10:01:20.576000+00:00,60.7038,-150.6564,1.3,ml,"19 km NNE of Sterling, Alaska",earthquake,reviewed,ak,US-AK
ci40202072,2022-03-08 09:57:28.620000+00:00,34.0106667,-116.3243333,0.77,ml,"14km S of Joshua Tree, CA",earthquake,reviewed,ci,US-CA
hv72942682,2022-03-08 09:54:21.640000+00:00,19.1518333333333,-155.471833333333,1.43,md,"5 km S of P?hala, Hawaii",earthquake,reviewed,hv,US-HI
av91051378,2022-03-08 09:44:13.960000+00:00,61.151,-152.253666666667,0.17,ml,"60 km W of Tyonek, Alaska",earthquake,reviewed,av,US-AK
hv72942672,2022-03-08 09:42:31.900000+00:00,19.4843333333333,-155.655166666667,0.72,md,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
nc73702796,2022-03-08 09:40:21.920000+00:00,38.7965012,-122.8156662,0.77,md,"6km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
us6000h3u7,2022-03-08 09:38:46.987000+00:00,-25.2412,-176.7896,4.3,mb,south of the Fiji Islands,earthquake,reviewed,us,
ak02232ylbca,2022-03-08 09:38:07.781000+00:00,62.9764,-151.1601,1.3,ml,"57 km NNW of Petersville, Alaska",earthquake,reviewed,ak,US-AK
ak02232ykykx,2022-03-08 09:36:43.058000+00:00,62.0162,-146.1451,1.1,ml,"8 km SSW of Tolsona, Alaska",earthquake,reviewed,ak,US-AK
hv72942657,2022-03-08 09:33:59.050000+00:00,19.4836666666667,-155.6545,1.54,ml,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
nn00835090,2022-03-08 09:31:36.830000+00:00,39.4365,-120.2417,-0.2,ml,"13 km NNW of Truckee, California",earthquake,reviewed,nn,US-CA
us6000h3u6,2022-03-08 09:31:30.527000+00:00,26.8154,126.5342,4.0,mb,"132 km WNW of Naha, Japan",earthquake,reviewed,us,
ak02232yjti1,2022-03-08 09:31:09.984000+00:00,51.3793,-176.0655,1.9,ml,"67 km SE of Adak, Alaska",earthquake,reviewed,ak,
nc73702791,2022-03-08 09:25:19.390000+00:00,38.8400002,-122.810997,1.18,md,"8km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
nc73702781,2022-03-08 09:25:00.900000+00:00,38.8404999,-122.8101654,0.86,md,"8km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
nc73702776,2022-03-08 09:22:48.410000+00:00,35.8518333,-119.8403333,1.83,md,"21km SSE of Kettleman City, CA",earthquake,reviewed,nc,US-CA
us6000h3hd,2022-03-08 09:21:58.276000+00:00,44.6405,-68.0555,2.1,ml,"10 km WNW of Cherryfield, Maine",earthquake,reviewed,us,US-ME
ak02232yha7e,2022-03-08 09:19:32.140000+00:00,61.9102,-150.7097,0.9,ml,"37 km ESE of Skwentna, Alaska",earthquake,reviewed,ak,US-AK
hv72942632,2022-03-08 09:18:02.760000+00:00,19.3658332824707,-155.474334716797,1.9,ml,"18 km N of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ak02232y4el4,2022-03-08 08:59:18.329000+00:00,56.323,-156.2482,2.4,ml,"133 km E of Chignik, Alaska",earthquake,reviewed,ak,
nc73702771,2022-03-08 08:57:01.700000+00:00,35.8345,-119.8538333,1.64,md,"22km SSE of Kettleman City, CA",earthquake,reviewed,nc,US-CA
us6000h300,2022-03-08 08:56:42.490000+00:00,70.6654,-14.1736,4.4,mb,"202 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,reviewed,us,
hv72942602,2022-03-08 08:54:03.040000+00:00,19.4843333333333,-155.653,0.81,md,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
nc73702766,2022-03-08 08:53:08.310000+00:00,35.8425,-119.8541667,1.8,md,"21km SSE of Kettleman City, CA",earthquake,reviewed,nc,US-CA
ak02232y2hot,2022-03-08 08:50:26.225000+00:00,62.0068,-146.1608,1.0,ml,"9 km SSW of Tolsona, Alaska",earthquake,reviewed,ak,US-AK
hv72942592,2022-03-08 08:49:01.130000+00:00,19.486,-155.6535,0.83,md,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
hv72942582,2022-03-08 08:46:11.180000+00:00,19.4883333333333,-155.6545,1.71,ml,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
ak02232y1g80,2022-03-08 08:45:39.847000+00:00,53.1604,-166.7704,1.6,ml,"80 km S of Unalaska, Alaska",earthquake,reviewed,ak,
ak02232y0sra,2022-03-08 08:42:34.971000+00:00,67.4591,-157.7295,1.2,ml,"41 km N of Ambler, Alaska",earthquake,reviewed,ak,US-AK
nn00835088,2022-03-08 08:37:47.679000+00:00,40.0861,-119.6591,0.4,ml,"15 km NNW of Sutcliffe, Nevada",earthquake,reviewed,nn,US-NV
nc73702761,2022-03-08 08:37:28.970000+00:00,38.83,-122.8576667,1.07,md,"11km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
tx2022erge,2022-03-08 08:34:23.714000+00:00,31.64821322,-104.4156554,2.1,ml,"58 km S of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
nc73702756,2022-03-08 08:33:04.740000+00:00,38.8400002,-122.8238297,0.86,md,"9km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
ak02232xy152,2022-03-08 08:29:44.704000+00:00,60.4468,-154.1765,0.9,ml,"28 km NNE of Port Alsworth, Alaska",earthquake,reviewed,ak,US-AK
ci40202048,2022-03-08 08:28:30.430000+00:00,33.501,-116.7751667,0.33,ml,"11km NE of Aguanga, CA",earthquake,reviewed,ci,US-CA
nc73702751,2022-03-08 08:26:21.340000+00:00,38.8398323,-122.8105011,0.85,md,"8km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
nc73702746,2022-03-08 08:19:49.310000+00:00,37.501,-121.7928333,1.02,md,"13km NE of Milpitas, CA",earthquake,reviewed,nc,US-CA
ak02232xvuh6,2022-03-08 08:19:25.563000+00:00,51.4154,-176.104,1.8,ml,"62 km SE of Adak, Alaska",earthquake,reviewed,ak,
nc73702741,2022-03-08 08:12:37.500000+00:00,40.9171667,-123.7551667,2.41,md,"11km WSW of Willow Creek, CA",earthquake,reviewed,nc,US-CA
nn00835059,2022-03-08 08:12:26.586000+00:00,38.1797,-117.8221,1.8,ml,"34 km SE of Mina, Nevada",earthquake,reviewed,nn,US-NV
pr2022067000,2022-03-08 08:04:40.270000+00:00,18.1316,-68.4761,3.85,md,"30 km SSE of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,
tx2022erey,2022-03-08 07:57:31.617000+00:00,31.68475763,-104.414645,2.3,ml,"54 km S of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
ci40202032,2022-03-08 07:56:45.890000+00:00,35.9381667,-117.673,0.75,ml,"21km E of Little Lake, CA",earthquake,reviewed,ci,US-CA
nm60375827,2022-03-08 07:56:36.630000+00:00,36.0875,-89.773,1.93,md,"5 km E of Steele, Missouri",earthquake,reviewed,nm,US-MO
uw61820746,2022-03-08 07:54:58.680000+00:00,48.79333333333334,-121.81816666666668,1.43,ml,"14 km SE of Glacier, Washington",earthquake,reviewed,uw,US-WA
ak02232xcucb,2022-03-08 07:30:59.690000+00:00,60.513,-152.2369,1.9,ml,"51 km WSW of Salamatof, Alaska",earthquake,reviewed,ak,US-AK
ak02232xckvs,2022-03-08 07:29:36.245000+00:00,61.3479,-150.9831,1.2,ml,"23 km NNE of Beluga, Alaska",earthquake,reviewed,ak,US-AK
ak02232xcd81,2022-03-08 07:28:36.173000+00:00,60.7593,-152.5433,1.8,ml,"68 km WNW of Salamatof, Alaska",earthquake,reviewed,ak,US-AK
ak02232xbyvk,2022-03-08 07:26:51.049000+00:00,62.3013,-150.5561,1.1,ml,"16 km W of Trapper Creek, Alaska",earthquake,reviewed,ak,US-AK
ak02232xbplj,2022-03-08 07:25:30.799000+00:00,60.1118,-152.3942,1.4,ml,"40 km W of Ninilchik, Alaska",earthquake,reviewed,ak,US-AK
ak02232xb7u0,2022-03-08 07:23:00.563000+00:00,62.4327,-149.6125,1.1,ml,"25 km E of Chase, Alaska",earthquake,reviewed,ak,US-AK
ci40202024,2022-03-08 07:21:43.980000+00:00,35.617,-117.4703333,0.93,ml,"18km SSW of Searles Valley, CA",earthquake,reviewed,ci,US-CA
ak02232x9kcl,2022-03-08 07:15:29.750000+00:00,60.5276,-142.9947,1.3,ml,"101 km S of McCarthy, Alaska",earthquake,reviewed,ak,US-AK
pr71339448,2022-03-08 07:10:49.400000+00:00,17.9593333333333,-66.7211666666667,2.1,md,"3 km S of Tallaboa, Puerto Rico",earthquake,reviewed,pr,US-PR
ak02232x78jc,2022-03-08 07:04:43.447000+00:00,62.633,-135.796,2.1,ml,"217 km N of Whitehorse, Canada",earthquake,reviewed,ak,CA-YT
ci37489909,2022-03-08 07:01:18.040000+00:00,32.8103333,-115.606,1.22,ml,"5km WNW of El Centro, CA",earthquake,reviewed,ci,US-CA
ci37489901,2022-03-08 07:01:12.500000+00:00,32.8265,-115.5916667,1.33,ml,"3km SW of Imperial, CA",earthquake,reviewed,ci,US-CA
ci37489893,2022-03-08 07:01:07.100000+00:00,32.8118333,-115.6006667,1.35,ml,"5km WNW of El Centro, CA",earthquake,reviewed,ci,US-CA
ci40202016,2022-03-08 07:00:49.140000+00:00,33.2355,-115.6483333,1.38,ml,"12km W of Niland, CA",earthquake,reviewed,ci,US-CA
ci40202008,2022-03-08 06:59:43.410000+00:00,32.824,-115.5995,1.32,ml,"4km SW of Imperial, CA",earthquake,reviewed,ci,US-CA
tx2022ercx,2022-03-08 06:55:25.347000+00:00,31.68867641,-104.4127965,1.9,ml,"54 km S of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
nc73702731,2022-03-08 06:52:31.570000+00:00,41.5268333,-121.8665,1.89,md,"8km SSE of Tennant, CA",earthquake,reviewed,nc,US-CA
hv72942447,2022-03-08 06:52:17.850000+00:00,19.2193336486816,-155.377502441406,2.09,ml,"10 km E of P?hala, Hawaii",earthquake,automatic,hv,US-HI
